Date,Year,Month,Week,District,Grade,Highest_Price,Average_Price,Source_URL
2024-11-26,2024,11,48,Hambantota,H-2,3500.0,3500.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kalutara,Alba,4500.0,4470.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kurunegala,Alba,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kurunegala,C-4,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kurunegala,C-5,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Kurunegala,H-2,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Matara,Alba,4600.0,4525.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Matara,C-4,3700.0,3666.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Matara,C-5,3750.0,3710.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Matara,H-2,3450.0,3442.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Monaragala,Alba,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Monaragala,C-4,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Monaragala,C-5,,,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Monaragala,H-2,2800.0,2600.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,National,Alba,4800.0,4548.75,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,National,C-4,3700.0,3591.38,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,National,C-5,3800.0,3735.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,National,H-2,3500.0,3052.13,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Ratnapura,Alba,4600.0,4500.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Ratnapura,C-4,3650.0,3600.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Ratnapura,C-5,3800.0,3700.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-11-26,2024,11,48,Ratnapura,H-2,3350.0,3250.0,https://exagri.info/mkt/2024/26.11.2024.html
2024-12-03,2024,12,49,Badulla,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Badulla,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Badulla,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Badulla,H-2,2800.0,2800.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Colombo,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Colombo,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Colombo,C-5,3700.0,3700.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Colombo,H-2,3200.0,3200.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Galle,Alba,5000.0,4750.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Galle,C-4,3750.0,3725.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Galle,C-5,3900.0,3850.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Galle,H-2,3550.0,3425.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Gampaha,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Gampaha,C-4,3600.0,3550.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Gampaha,C-5,3750.0,3700.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Gampaha,H-2,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Hambantota,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Hambantota,C-4,3750.0,3725.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Hambantota,C-5,3900.0,3850.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Hambantota,H-2,3550.0,3525.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kalutara,Alba,4500.0,4470.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kurunegala,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kurunegala,C-4,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kurunegala,C-5,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Kurunegala,H-2,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Matara,Alba,4600.0,4525.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Matara,C-4,3750.0,3700.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Matara,C-5,3850.0,3770.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Matara,H-2,3550.0,3442.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Monaragala,Alba,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Monaragala,C-4,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Monaragala,C-5,,,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Monaragala,H-2,3300.0,3150.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,National,Alba,5000.0,4561.25,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,National,C-4,3750.0,3623.75,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,National,C-5,3900.0,3758.13,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,National,H-2,3550.0,3136.5,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Ratnapura,Alba,4600.0,4500.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Ratnapura,C-4,3650.0,3600.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Ratnapura,C-5,3750.0,3700.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-03,2024,12,49,Ratnapura,H-2,3350.0,3250.0,https://exagri.info/mkt/2024/03.12.2024.html
2024-12-10,2024,12,50,Badulla,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Badulla,C-4,3000.0,3000.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Badulla,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Badulla,H-2,2800.0,2800.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Colombo,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Colombo,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Colombo,C-5,3750.0,3750.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Colombo,H-2,3100.0,3100.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Galle,Alba,5000.0,4950.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Galle,C-4,3760.0,3755.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Galle,C-5,3900.0,3875.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Galle,H-2,3550.0,3425.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Gampaha,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Gampaha,C-4,3600.0,3550.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Gampaha,C-5,3750.0,3700.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Gampaha,H-2,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Hambantota,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Hambantota,C-4,3800.0,3760.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Hambantota,C-5,4200.0,4000.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Hambantota,H-2,3600.0,3575.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kalutara,Alba,4500.0,4470.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kurunegala,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kurunegala,C-4,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kurunegala,C-5,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Kurunegala,H-2,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Matara,Alba,4600.0,4525.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Matara,C-4,3750.0,3707.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Matara,C-5,3850.0,3790.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Matara,H-2,3600.0,3543.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Monaragala,Alba,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Monaragala,C-4,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Monaragala,C-5,,,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Monaragala,H-2,3300.0,3250.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,National,Alba,5000.0,4611.25,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,National,C-4,3800.0,3557.75,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,National,C-5,4200.0,3788.75,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,National,H-2,3600.0,3161.63,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Ratnapura,Alba,4500.0,4500.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Ratnapura,C-4,3650.0,3600.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Ratnapura,C-5,3750.0,3700.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-10,2024,12,50,Ratnapura,H-2,3400.0,3300.0,https://exagri.info/mkt/2024/10.12.2024.html
2024-12-17,2024,12,51,Badulla,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Badulla,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Badulla,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Badulla,H-2,2800.0,2800.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Colombo,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Colombo,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Colombo,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Colombo,H-2,3000.0,3000.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Galle,Alba,5200.0,4850.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Galle,C-4,3950.0,3825.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Galle,C-5,4000.0,3900.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Galle,H-2,3550.0,3425.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Gampaha,Alba,4600.0,4500.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Gampaha,C-4,3700.0,3650.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Gampaha,C-5,3900.0,3800.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Gampaha,H-2,3400.0,3350.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Hambantota,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Hambantota,C-4,3850.0,3800.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Hambantota,C-5,4000.0,3925.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Hambantota,H-2,3600.0,3600.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kalutara,Alba,4500.0,4470.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kurunegala,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kurunegala,C-4,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kurunegala,C-5,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Kurunegala,H-2,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Matara,Alba,4600.0,4550.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Matara,C-4,3800.0,3744.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Matara,C-5,3900.0,3810.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Matara,H-2,3600.0,3564.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Monaragala,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Monaragala,C-4,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Monaragala,C-5,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Monaragala,H-2,3300.0,3266.0,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,National,Alba,5200.0,4592.5,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,National,C-4,3950.0,3657.38,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,National,C-5,4000.0,3803.75,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,National,H-2,3600.0,3163.13,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Ratnapura,Alba,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Ratnapura,C-4,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Ratnapura,C-5,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-17,2024,12,51,Ratnapura,H-2,,,https://exagri.info/mkt/2024/17.12.2024.html
2024-12-24,2024,12,52,Badulla,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Badulla,C-4,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Badulla,C-5,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Badulla,H-2,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Colombo,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Colombo,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Colombo,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Colombo,H-2,3400.0,3400.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Galle,Alba,5500.0,5000.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Galle,C-4,3800.0,3750.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Galle,C-5,3900.0,3875.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Galle,H-2,3500.0,3400.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Gampaha,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Gampaha,C-4,3600.0,3550.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Gampaha,C-5,3800.0,3700.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Gampaha,H-2,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Hambantota,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Hambantota,C-4,3950.0,3900.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Hambantota,C-5,4100.0,4050.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Hambantota,H-2,3600.0,3600.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kalutara,Alba,4500.0,4480.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kurunegala,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kurunegala,C-4,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kurunegala,C-5,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Kurunegala,H-2,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Matara,Alba,4600.0,4525.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Matara,C-4,3800.0,3750.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Matara,C-5,4000.0,3883.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Matara,H-2,3600.0,3542.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Monaragala,Alba,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Monaragala,C-4,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Monaragala,C-5,,,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Monaragala,H-2,3300.0,3150.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,National,Alba,5500.0,4626.25,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,National,C-4,3950.0,3670.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,National,C-5,4100.0,3825.43,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,National,H-2,3600.0,3241.71,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Ratnapura,Alba,4500.0,4500.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Ratnapura,C-4,3750.0,3650.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Ratnapura,C-5,3850.0,3775.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-24,2024,12,52,Ratnapura,H-2,3450.0,3300.0,https://exagri.info/mkt/2024/24.12.2024.html
2024-12-31,2024,12,1,Badulla,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Badulla,C-4,3600.0,3600.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Badulla,C-5,3800.0,3800.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Badulla,H-2,2800.0,2800.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Colombo,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Colombo,C-4,3700.0,3700.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Colombo,C-5,3900.0,3900.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Colombo,H-2,3300.0,3300.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Galle,Alba,5500.0,5050.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Galle,C-4,3850.0,3825.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Galle,C-5,4000.0,3975.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Galle,H-2,3550.0,3500.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Gampaha,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Gampaha,C-4,3600.0,3550.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Gampaha,C-5,3800.0,3700.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Gampaha,H-2,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Hambantota,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Hambantota,C-4,3850.0,3825.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Hambantota,C-5,4000.0,3975.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Hambantota,H-2,3600.0,3600.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kalutara,Alba,4500.0,4480.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kalutara,C-4,3500.0,3490.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kalutara,C-5,3700.0,3695.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kalutara,H-2,2300.0,2300.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kurunegala,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kurunegala,C-4,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kurunegala,C-5,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Kurunegala,H-2,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Matara,Alba,4600.0,4525.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Matara,C-4,3800.0,3731.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Matara,C-5,4000.0,3830.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Matara,H-2,3600.0,3571.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Monaragala,Alba,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Monaragala,C-4,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Monaragala,C-5,,,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Monaragala,H-2,3300.0,3250.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,National,Alba,5500.0,4638.75,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,National,C-4,3850.0,3671.38,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,National,C-5,4000.0,3830.63,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,National,H-2,3600.0,3202.63,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Ratnapura,Alba,4500.0,4500.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Ratnapura,C-4,3750.0,3650.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Ratnapura,C-5,3850.0,3770.0,https://exagri.info/mkt/2024/31.12.2024.html
2024-12-31,2024,12,1,Ratnapura,H-2,3450.0,3300.0,https://exagri.info/mkt/2024/31.12.2024.html
2025-01-07,2025,1,2,Badulla,Alba,,,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Badulla,C-4,3600.0,3600.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Badulla,C-5,3800.0,3800.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Badulla,H-2,2800.0,2800.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Colombo,Alba,,,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Colombo,C-4,3700.0,3700.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Colombo,C-5,3900.0,3900.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Colombo,H-2,3200.0,3200.0,https://exagri.info/mkt/2025/07.01.2025.html
2025-01-07,2025,1,2,Galle,Alba,5500.0,5100.0,https://exagri.info/mkt/2025/07.01.2025.html
