Date,Year,Month,Week,District,Grade,Highest_Price,Average_Price,Source_URL
2017-12-26,2017,12,52,National,H-2,1950.0,1633.4,https://exagri.info/mkt/2017/26.12.2017.html
2017-12-26,2017,12,52,Ratnapura,Alba,2800.0,2766.0,https://exagri.info/mkt/2017/26.12.2017.html
2017-12-26,2017,12,52,Ratnapura,C-4,2200.0,2200.0,https://exagri.info/mkt/2017/26.12.2017.html
2017-12-26,2017,12,52,Ratnapura,C-5,2300.0,2216.0,https://exagri.info/mkt/2017/26.12.2017.html
2017-12-26,2017,12,52,Ratnapura,H-2,1500.0,1483.0,https://exagri.info/mkt/2017/26.12.2017.html
2018-01-03,2018,1,1,Badulla,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Badulla,C-4,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Badulla,C-5,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Badulla,H-2,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Colombo,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Colombo,C-4,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Colombo,C-5,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Colombo,H-2,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Galle,Alba,2850.0,2800.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Galle,C-4,2240.0,2220.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Galle,C-5,2300.0,2280.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Galle,H-2,1930.0,1927.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Gampaha,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Gampaha,C-4,1800.0,1675.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Gampaha,C-5,2000.0,2000.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Gampaha,H-2,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Hambantota,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Hambantota,C-4,2240.0,2235.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Hambantota,C-5,2250.0,2250.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Hambantota,H-2,1900.0,1875.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kalutara,Alba,2950.0,2935.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kalutara,C-4,2350.0,2335.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kalutara,C-5,2500.0,2485.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kalutara,H-2,1100.0,1070.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kurunegala,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kurunegala,C-4,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kurunegala,C-5,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Kurunegala,H-2,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Matara,Alba,3350.0,3288.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Matara,C-4,2250.0,2248.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Matara,C-5,2700.0,2407.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Matara,H-2,1950.0,1863.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Monaragala,Alba,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Monaragala,C-4,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Monaragala,C-5,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Monaragala,H-2,,,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,National,Alba,3350.0,2984.75,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,National,C-4,2350.0,2152.17,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,National,C-5,2700.0,2298.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,National,H-2,1950.0,1633.6,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Ratnapura,Alba,3000.0,2916.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Ratnapura,C-4,2300.0,2200.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Ratnapura,C-5,2400.0,2366.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-03,2018,1,1,Ratnapura,H-2,1500.0,1433.0,https://exagri.info/mkt/2018/03.01.2018.html
2018-01-09,2018,1,2,Badulla,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Badulla,C-4,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Badulla,C-5,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Badulla,H-2,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Colombo,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Colombo,C-4,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Colombo,C-5,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Colombo,H-2,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Galle,Alba,2850.0,2800.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Galle,C-4,2240.0,2220.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Galle,C-5,2300.0,2280.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Galle,H-2,1930.0,1927.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Gampaha,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Gampaha,C-4,1800.0,1625.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Gampaha,C-5,2000.0,2000.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Gampaha,H-2,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Hambantota,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Hambantota,C-4,2270.0,2235.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Hambantota,C-5,2270.0,2260.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Hambantota,H-2,1900.0,1900.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kalutara,Alba,2950.0,2935.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kalutara,C-4,2350.0,2333.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kalutara,C-5,2500.0,2485.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kalutara,H-2,1100.0,1070.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kurunegala,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kurunegala,C-4,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kurunegala,C-5,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Kurunegala,H-2,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Matara,Alba,3400.0,3300.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Matara,C-4,2300.0,2248.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Matara,C-5,2500.0,2323.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Matara,H-2,1950.0,1869.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Monaragala,Alba,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Monaragala,C-4,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Monaragala,C-5,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Monaragala,H-2,,,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,National,Alba,3400.0,3017.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,National,C-4,2350.0,2151.83,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,National,C-5,2500.0,2294.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,National,H-2,1950.0,1603.2,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Ratnapura,Alba,3100.0,3033.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Ratnapura,C-4,2300.0,2250.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Ratnapura,C-5,2450.0,2416.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-09,2018,1,2,Ratnapura,H-2,1300.0,1250.0,https://exagri.info/mkt/2018/09.01.2018.html
2018-01-16,2018,1,3,Badulla,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Badulla,C-4,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Badulla,C-5,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Badulla,H-2,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Colombo,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Colombo,C-4,2350.0,2350.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Colombo,C-5,2550.0,2550.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Colombo,H-2,1750.0,1750.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Galle,Alba,3000.0,2900.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Galle,C-4,2250.0,2210.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Galle,C-5,2350.0,2325.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Galle,H-2,1950.0,1940.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Gampaha,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Gampaha,C-4,1800.0,1600.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Gampaha,C-5,2000.0,2000.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Gampaha,H-2,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Hambantota,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Hambantota,C-4,2250.0,2250.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Hambantota,C-5,2300.0,2300.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Hambantota,H-2,1950.0,1950.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kalutara,Alba,2950.0,2935.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kalutara,C-4,2350.0,2333.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kalutara,C-5,2500.0,2485.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kalutara,H-2,1100.0,1070.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kurunegala,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kurunegala,C-4,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kurunegala,C-5,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Kurunegala,H-2,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Matara,Alba,3450.0,3338.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Matara,C-4,2300.0,2250.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Matara,C-5,2500.0,2342.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Matara,H-2,1980.0,1885.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Monaragala,Alba,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Monaragala,C-4,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Monaragala,C-5,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Monaragala,H-2,,,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,National,Alba,3450.0,3030.75,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,National,C-4,2350.0,2158.43,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,National,C-5,2550.0,2331.14,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,National,H-2,1980.0,1618.5,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Ratnapura,Alba,3000.0,2950.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Ratnapura,C-4,2150.0,2116.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Ratnapura,C-5,2350.0,2316.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-16,2018,1,3,Ratnapura,H-2,1150.0,1116.0,https://exagri.info/mkt/2018/16.01.2018.html
2018-01-23,2018,1,4,Badulla,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Badulla,C-4,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Badulla,C-5,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Badulla,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Colombo,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Colombo,C-4,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Colombo,C-5,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Colombo,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Galle,Alba,2800.0,2780.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Galle,C-4,2240.0,2230.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Galle,C-5,2280.0,2250.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Galle,H-2,1960.0,1950.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Gampaha,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Gampaha,C-4,1800.0,1525.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Gampaha,C-5,2000.0,2000.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Gampaha,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Hambantota,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Hambantota,C-4,2250.0,2237.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Hambantota,C-5,2300.0,2290.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Hambantota,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kalutara,Alba,2950.0,2935.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kalutara,C-4,2350.0,2333.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kalutara,C-5,2500.0,2485.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kalutara,H-2,1100.0,1070.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kurunegala,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kurunegala,C-4,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kurunegala,C-5,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Kurunegala,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Matara,Alba,3450.0,3363.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Matara,C-4,2250.0,2230.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Matara,C-5,2600.0,2410.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Matara,H-2,1950.0,1911.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Monaragala,Alba,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Monaragala,C-4,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Monaragala,C-5,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Monaragala,H-2,,,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,National,Alba,3450.0,3011.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,National,C-4,2350.0,2086.83,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,National,C-5,2600.0,2285.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,National,H-2,1970.0,1639.8,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Ratnapura,Alba,3000.0,2966.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Ratnapura,C-4,2000.0,1966.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Ratnapura,C-5,2300.0,2275.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-23,2018,1,4,Ratnapura,H-2,1350.0,1333.0,https://exagri.info/mkt/2018/23.01.2018.html
2018-01-29,2018,1,5,Badulla,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Badulla,C-4,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Badulla,C-5,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Badulla,H-2,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Colombo,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Colombo,C-4,2300.0,2300.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Colombo,C-5,2500.0,2500.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Colombo,H-2,1850.0,1850.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Galle,Alba,2800.0,2780.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Galle,C-4,2240.0,2230.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Galle,C-5,2280.0,2250.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Galle,H-2,1960.0,1950.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Gampaha,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Gampaha,C-4,1800.0,1600.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Gampaha,C-5,2000.0,2000.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Gampaha,H-2,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Hambantota,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Hambantota,C-4,2250.0,2250.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Hambantota,C-5,2300.0,2300.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Hambantota,H-2,2000.0,1975.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kalutara,Alba,3000.0,2985.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kalutara,C-4,2400.0,2370.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kalutara,C-5,2600.0,2567.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kalutara,H-2,1200.0,1167.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kurunegala,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kurunegala,C-4,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kurunegala,C-5,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Kurunegala,H-2,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Matara,Alba,3500.0,3375.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Matara,C-4,2270.0,2254.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Matara,C-5,2500.0,2367.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Matara,H-2,2000.0,1925.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Monaragala,Alba,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Monaragala,C-4,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Monaragala,C-5,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Monaragala,H-2,,,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,National,Alba,3500.0,3060.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,National,C-4,2400.0,2160.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,National,C-5,2600.0,2314.29,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,National,H-2,2000.0,1719.5,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Ratnapura,Alba,3200.0,3100.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Ratnapura,C-4,2150.0,2116.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Ratnapura,C-5,2250.0,2216.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-01-29,2018,1,5,Ratnapura,H-2,1500.0,1450.0,https://exagri.info/mkt/2018/29.01.2018.html
2018-02-06,2018,2,6,Badulla,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Badulla,C-4,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Badulla,C-5,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Badulla,H-2,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Colombo,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Colombo,C-4,2300.0,2300.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Colombo,C-5,2600.0,2600.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Colombo,H-2,1850.0,1850.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Galle,Alba,2800.0,2750.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Galle,C-4,2220.0,2210.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Galle,C-5,2250.0,2240.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Galle,H-2,1950.0,1940.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Gampaha,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Gampaha,C-4,1900.0,1700.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Gampaha,C-5,2200.0,2200.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Gampaha,H-2,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Hambantota,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Hambantota,C-4,2250.0,2250.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Hambantota,C-5,2300.0,2285.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Hambantota,H-2,2000.0,1975.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kalutara,Alba,3000.0,2985.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kalutara,C-4,2400.0,2370.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kalutara,C-5,2600.0,2567.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kalutara,H-2,1200.0,1167.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kurunegala,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kurunegala,C-4,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kurunegala,C-5,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Kurunegala,H-2,,,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Matara,Alba,3500.0,3388.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Matara,C-4,2300.0,2275.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Matara,C-5,2500.0,2475.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Matara,H-2,2050.0,1964.0,https://exagri.info/mkt/2018/06.02.2018.html
2018-02-06,2018,2,6,Monaragala,Alba,,,https://exagri.info/mkt/2018/06.02.2018.html
